length_used,w2v_type,vector_size,epochs,ngrams,model,accuracy,f1,recall,precision,roc_auc
,cbow,300,30,"(1, 3)",Catboost,0.8166055236368553,0.8346112230472084,0.9255797310001148,0.7600363338408543,0.9278269924020324
,cbow,300,30,"(1, 3)",XGBoost,0.7913532744218887,0.8144648488755205,0.9156728290463102,0.733606911911661,0.9089675216322848
,cbow,300,30,"(1, 3)",AdaBoost,0.7487867548253456,0.7824324395001745,0.9000953777213259,0.6934071074024503,0.8714990375404813
,cbow,300,30,"(1, 3)",KNN,0.7731746284630773,0.8016500864826265,0.9168928974024012,0.7121780699194373,0.8786515529442361
,cbow,300,30,"(1, 3)",SVM,0.5209734686851111,0.6669473347791083,0.9586536499440084,0.5118616710211903,0.7671382443303807
MinMaxScaler,cbow,300,30,"(1, 3)",LogisticRegression,0.8326326080207206,0.8451599713616588,0.913562845519953,0.7863309741765544,0.9160703257995844
MinMaxScaler,cbow,300,30,"(1, 3)",LightGBM,0.6908879232925169,0.7570647217750415,0.9626530905268886,0.6240078029915233,0.9033812255121044
MinMaxScaler,cbow,300,30,"(1, 3)",Catboost,0.6840621046025536,0.7537904507095312,0.966765550987944,0.617800784967623,0.9020373487133646
MinMaxScaler,cbow,300,30,"(1, 3)",XGBoost,0.6990500505860993,0.7612693843805071,0.9590499486508516,0.631266962427033,0.899875447769873
MinMaxScaler,cbow,300,30,"(1, 3)",AdaBoost,0.6987773239334139,0.757465252589165,0.9394718536059198,0.6348767286039076,0.870055749747098
MinMaxScaler,cbow,300,30,"(1, 3)",KNN,0.772630520898731,0.8011598478517072,0.9162554207541728,0.7117871279766342,0.8786047599155064
MinMaxScaler,cbow,300,30,"(1, 3)",SVM,0.5254258253391474,0.6673216183161109,0.951525118414568,0.5142370545377936,0.7704892257908431
StandardScaler,cbow,300,30,"(1, 3)",LogisticRegression,0.8328304808874037,0.8453227637842229,0.9136139762399292,0.7865739196083616,0.9160992267417718
StandardScaler,cbow,300,30,"(1, 3)",LightGBM,0.6873511354276999,0.7550279752455611,0.9629161549730856,0.6211603884353016,0.9011991283458776
StandardScaler,cbow,300,30,"(1, 3)",Catboost,0.6840621046025536,0.7537904507095312,0.966765550987944,0.617800784967623,0.9020373487133646
StandardScaler,cbow,300,30,"(1, 3)",XGBoost,0.6990500505860993,0.7612693843805071,0.9590499486508516,0.631266962427033,0.899875447769873
StandardScaler,cbow,300,30,"(1, 3)",AdaBoost,0.6987773239334139,0.757465252589165,0.9394718536059198,0.6348767286039076,0.870055749747098
StandardScaler,cbow,300,30,"(1, 3)",KNN,0.7540559732229344,0.7872526910439381,0.9102143139723134,0.6936319437653662,0.867012469959344
StandardScaler,cbow,300,30,"(1, 3)",SVM,0.6061309636628208,0.6855333986660437,0.85520978027312,0.5742286854152876,0.7635152916193451
,skipgram,600,15,"(1, 1)",LogisticRegression,0.8656510308177447,0.8661630975969314,0.8695450743301523,0.8628105000431994,0.9285906274342616
,skipgram,600,15,"(1, 1)",LightGBM,0.8590224824695056,0.8607583528224559,0.8717581543223425,0.8500440470364458,0.9382556413095116
,skipgram,600,15,"(1, 1)",Catboost,0.869880281960883,0.8711442788271029,0.8798508597470477,0.8626337402966836,0.9461818161410644
,skipgram,600,15,"(1, 1)",XGBoost,0.8629551017057542,0.8635403468265258,0.8672955622016965,0.8598389112410985,0.9412461554306712
,skipgram,600,15,"(1, 1)",AdaBoost,0.8025078220432441,0.8008562364101188,0.7944429605051889,0.807517515576491,0.8838836601822246
,skipgram,600,15,"(1, 1)",KNN,0.8050060770912028,0.8164025495188534,0.8671799300159728,0.7712927853166418,0.8710799596140564
,skipgram,600,15,"(1, 1)",SVM,0.5215921639457568,0.6629748700782632,0.9410096672155934,0.5119584831518792,0.7603911623171142
MinMaxScaler,skipgram,600,15,"(1, 1)",LogisticRegression,0.8668381426192482,0.8671108637789082,0.8689600788129347,0.8652735881716573,0.928975535501086
MinMaxScaler,skipgram,600,15,"(1, 1)",LightGBM,0.8790561559684488,0.8790685521060272,0.8790289420362527,0.8791207499766269,0.953659937718599
MinMaxScaler,skipgram,600,15,"(1, 1)",Catboost,0.8933517701892733,0.8929857168566562,0.8899827937902922,0.8960147270374869,0.9617368651566836
MinMaxScaler,skipgram,600,15,"(1, 1)",XGBoost,0.8817767763697418,0.88103497980988,0.8755279307949172,0.8866225976331904,0.9559548492725676
MinMaxScaler,skipgram,600,15,"(1, 1)",AdaBoost,0.8085922872951556,0.8049781080577411,0.7900941971265726,0.8205466401191046,0.8908273434029592
MinMaxScaler,skipgram,600,15,"(1, 1)",KNN,0.8118322138654083,0.823938527408826,0.8807144050114772,0.7740721018561643,0.8828847039871789
MinMaxScaler,skipgram,600,15,"(1, 1)",SVM,0.6658599173513149,0.7313894093361911,0.9082232892244508,0.6127828299332013,0.8413829401360609
StandardScaler,skipgram,600,15,"(1, 1)",LogisticRegression,0.8668628767275836,0.8671180570028165,0.8688596729341203,0.8653871834396064,0.9289779462652544
StandardScaler,skipgram,600,15,"(1, 1)",LightGBM,0.8792540349521364,0.879150574165617,0.8783780036553747,0.8799331804331603,0.9537061079364186
StandardScaler,skipgram,600,15,"(1, 1)",Catboost,0.8933517701892733,0.8929857168566562,0.8899827937902922,0.8960147270374869,0.9617368651566836
StandardScaler,skipgram,600,15,"(1, 1)",XGBoost,0.8817767763697418,0.88103497980988,0.8755279307949172,0.8866225976331904,0.9559548492725676
StandardScaler,skipgram,600,15,"(1, 1)",AdaBoost,0.8085922872951556,0.8049781080577411,0.7900941971265726,0.8205466401191046,0.8908273434029592
StandardScaler,skipgram,600,15,"(1, 1)",KNN,0.8298377363583839,0.8363424967607704,0.8696379938650438,0.8055194491538596,0.90489430082602
StandardScaler,skipgram,600,15,"(1, 1)",SVM,0.7006337828526352,0.7593404676884388,0.9442934047896288,0.6354100830838759,0.8758401812067392
,skipgram,600,15,"(1, 2)",LogisticRegression,0.880589502467615,0.8822763755323727,0.8952803543176968,0.8697820886227914,0.940606228094399
,skipgram,600,15,"(1, 2)",LightGBM,0.8699048692611064,0.8750069815070962,0.9108619996024496,0.8420003416439921,0.9514422852283352
,skipgram,600,15,"(1, 2)",Catboost,0.8870695115917393,0.8890205802629202,0.9048162330388688,0.8739679407357871,0.9574313703209574
,skipgram,600,15,"(1, 2)",XGBoost,0.866664750005207,0.870921791972606,0.8995286130010072,0.8443708862692733,0.9468185013382506
,skipgram,600,15,"(1, 2)",AdaBoost,0.8188808322160369,0.828889222704405,0.8771203889920749,0.7859215227746301,0.9067931165300596
,skipgram,600,15,"(1, 2)",KNN,0.8477937661666699,0.8506152591996837,0.8668057439112999,0.8350941314584024,0.9142933118948208
,skipgram,600,15,"(1, 2)",SVM,0.4998514393663688,0.6661963829531946,0.9982838990516256,0.4999309190016685,0.850375805473789
MinMaxScaler,skipgram,600,15,"(1, 2)",LogisticRegression,0.883137045280607,0.8837122724328574,0.8885348917888812,0.8790789404930621,0.943550539939784
MinMaxScaler,skipgram,600,15,"(1, 2)",LightGBM,0.8238036935758697,0.8430130732588708,0.944722026609932,0.7613227806575535,0.946014702971771
MinMaxScaler,skipgram,600,15,"(1, 2)",Catboost,0.8421301110747116,0.8569305457044273,0.9451689785428036,0.7839271124373774,0.9524998696648762
MinMaxScaler,skipgram,600,15,"(1, 2)",XGBoost,0.8305057224425653,0.8468121669688559,0.9357095296993772,0.7736173259971632,0.9426269869754864
MinMaxScaler,skipgram,600,15,"(1, 2)",AdaBoost,0.8179161163528914,0.8296309076333849,0.8862675315098762,0.7800396218579144,0.9075426486903602
MinMaxScaler,skipgram,600,15,"(1, 2)",KNN,0.8611989983649553,0.8597139263911588,0.8507626688560362,0.8689127844385677,0.9248305952069064
MinMaxScaler,skipgram,600,15,"(1, 2)",SVM,0.500296634965392,0.6663804856780947,0.998227392288807,0.5001496983058901,0.8400137029930029
StandardScaler,skipgram,600,15,"(1, 2)",LogisticRegression,0.8836812140149997,0.8841674728811633,0.8882888682622065,0.8801616291526839,0.9435730902453286
StandardScaler,skipgram,600,15,"(1, 2)",LightGBM,0.8277607288362114,0.8457533736862126,0.943535824985711,0.7665195968708823,0.9470833809166374
StandardScaler,skipgram,600,15,"(1, 2)",Catboost,0.8421301110747116,0.8569305457044273,0.9451689785428036,0.7839271124373774,0.9524998696648762
StandardScaler,skipgram,600,15,"(1, 2)",XGBoost,0.8305057224425653,0.8468121669688559,0.9357095296993772,0.7736173259971632,0.9426269869754864
StandardScaler,skipgram,600,15,"(1, 2)",AdaBoost,0.8179161163528914,0.8296309076333849,0.8862675315098762,0.7800396218579144,0.9075426486903602
StandardScaler,skipgram,600,15,"(1, 2)",KNN,0.8598634543869185,0.8517016599273377,0.8047663914425092,0.9044874704229124,0.928885457727962
StandardScaler,skipgram,600,15,"(1, 2)",SVM,0.5769431406983558,0.6994833104769914,0.982195771429933,0.5439752751455845,0.8878829946121515
,skipgram,600,15,"(1, 3)",LogisticRegression,0.4992825885181804,0.6649325578736569,0.99376909569463,0.4996378414059378,0.5502286195608366
,skipgram,600,15,"(1, 3)",LightGBM,0.5240400576943645,0.6746503067975664,0.9859170843261346,0.5130776727857767,0.8172064622274743
,skipgram,600,15,"(1, 3)",Catboost,0.5335120497804285,0.6791662076266677,0.9859143893110036,0.5184476698484042,0.8533152602673792
,skipgram,600,15,"(1, 3)",XGBoost,0.530494977923883,0.6748270334505372,0.9737356079322366,0.5166242811185272,0.7805565961359804
,skipgram,600,15,"(1, 3)",AdaBoost,0.4987879124684771,0.6648396328639405,0.9943261116979988,0.4993980903390477,0.5977424580920457
,skipgram,600,15,"(1, 3)",KNN,0.5656898952068405,0.6878583273194288,0.954496518451052,0.5385525707013464,0.7270468430191256
,skipgram,600,15,"(1, 3)",SVM,0.4928271728112845,0.6592696891458356,0.9814698936650588,0.4963592352081944,0.5971314035512613
MinMaxScaler,skipgram,600,15,"(1, 3)",LogisticRegression,0.4993073226265158,0.6649210526119045,0.9936694941010046,0.4996497667490892,0.5460673532542433
MinMaxScaler,skipgram,600,15,"(1, 3)",LightGBM,0.517411867190898,0.671849075971416,0.9881500285838792,0.5089672987612978,0.5227458617361733
MinMaxScaler,skipgram,600,15,"(1, 3)",Catboost,0.5176591501627077,0.6722569188212673,0.9894746829095624,0.5090827883184421,0.4774585267440455
MinMaxScaler,skipgram,600,15,"(1, 3)",XGBoost,0.5166945749906693,0.6712537111654104,0.9869516876471416,0.5086016960810513,0.5093966305202751
MinMaxScaler,skipgram,600,15,"(1, 3)",AdaBoost,0.5001482119643657,0.6655299446212009,0.99471130735887,0.5000772194936889,0.5501928826179536
MinMaxScaler,skipgram,600,15,"(1, 3)",KNN,0.5609163652232259,0.684652772592153,0.9513322495239248,0.5355190311845852,0.7079748440609913
MinMaxScaler,skipgram,600,15,"(1, 3)",SVM,0.4905270567197116,0.6567246602194562,0.9749611676972698,0.4951435429785998,0.5852027196698826
StandardScaler,skipgram,600,15,"(1, 3)",LogisticRegression,0.4993073226265158,0.664920803903388,0.9936686898158158,0.4996495259255497,0.5434719341420949
StandardScaler,skipgram,600,15,"(1, 3)",LightGBM,0.5166451128910031,0.6716409778921274,0.9887868223061052,0.5085594484400804,0.5049402985038928
StandardScaler,skipgram,600,15,"(1, 3)",Catboost,0.5176591501627077,0.6722569188212673,0.9894746829095624,0.5090827883184421,0.4774585267440455
StandardScaler,skipgram,600,15,"(1, 3)",XGBoost,0.5166945749906693,0.6712537111654104,0.9869516876471416,0.5086016960810513,0.5093966305202751
StandardScaler,skipgram,600,15,"(1, 3)",AdaBoost,0.5001482119643657,0.6655299446212009,0.99471130735887,0.5000772194936889,0.5501928826179536
StandardScaler,skipgram,600,15,"(1, 3)",KNN,0.543702575818667,0.6747487016382145,0.9464262948451638,0.5244563627499096,0.6001350676196385
StandardScaler,skipgram,600,15,"(1, 3)",SVM,0.5050703454006442,0.6657766463780844,0.9860235327722756,0.5026008534991568,0.5591752387369046
