data,length_used,feature_extraction,feature_selection,model,accuracy,f1,recall,precision,roc_auc,notes
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='cosine')",0.69833,0.70596,0.72431,0.69233,0.69871,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='euclidean')",0.71374,0.70141,0.67102,0.73897,0.77353,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='manhattan')",0.71095,0.69954,0.6721,0.73454,0.76144,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='cosine')",0.73608,0.72407,0.69209,0.76215,0.78223,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='euclidean')",0.73719,0.70368,0.62411,0.80663,0.79096,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='manhattan')",0.72532,0.69918,0.638,0.77797,0.78641,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='cosine')",0.73533,0.72314,0.69017,0.76359,0.80172,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)","LogisticRegression(max_iter=1000, class_weight='balanced', random_state=42)",0.70961,0.62086,0.47552,0.89427,0.72905,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3,3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='euclidean')",0.49906,0.64726,0.91935,0.49947,0.49903,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3,3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='manhattan')",0.61575,0.60973,0.62668,0.73807,0.61465,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3,3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='cosine')",0.50292,0.65117,0.92803,0.50157,0.50291,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3,3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='euclidean')",0.5045,0.65203,0.92863,0.50241,0.48019,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3,3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='manhattan')",0.58276,0.62913,0.73281,0.6632,0.60973,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3,3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='cosine')",0.50913,0.65696,0.94022,0.50488,0.48951,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3,3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='euclidean')",0.50603,0.65344,0.93149,0.50325,0.46631,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3,3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='manhattan')",0.58488,0.63201,0.73731,0.66208,0.59541,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3,3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='cosine')",0.62554,0.62762,0.65499,0.74116,0.65331,
fake_reviews_dataset,,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)",GaussianNB(),0.67837,0.65364,0.60959,0.70909,0.7411,
fake_reviews_dataset,,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)",GaussianNB(),0.54771,0.34677,0.24013,0.62426,0.59077,
fake_reviews_dataset,,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)",GaussianNB(),0.54217,0.34928,0.24577,0.6036,0.57167,
fake_reviews_dataset,,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)",GaussianNB(),0.6686,0.5834,0.46418,0.78538,0.7143,
fake_reviews_dataset,,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)",GaussianNB(),0.68799,0.61452,0.49744,0.80387,0.72038,
fake_reviews_dataset,,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)",GaussianNB(),0.69321,0.62089,0.50248,0.81251,0.69598,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)",GaussianNB(),0.60452,0.65931,0.76544,0.57903,0.63599,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)",GaussianNB(),0.57103,0.63756,0.7547,0.55191,0.61035,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)",GaussianNB(),0.58545,0.65211,0.77716,0.56173,0.64115,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)",GaussianNB(),0.67142,0.61529,0.52563,0.74204,0.70585,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)",GaussianNB(),0.68621,0.63078,0.53616,0.76615,0.71405,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)",GaussianNB(),0.69287,0.62049,0.50222,0.81183,0.69605,
fake_reviews_dataset,,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.54647,0.42139,0.34288,0.58915,0.576,
fake_reviews_dataset,,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.54637,0.41566,0.3324,0.58944,0.57403,
fake_reviews_dataset,,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.54751,0.41578,0.33212,0.59205,0.57655,
fake_reviews_dataset,,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.53347,0.48978,0.64455,0.69487,0.77024,
fake_reviews_dataset,,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.5277,0.48038,0.64,0.69633,0.76364,
fake_reviews_dataset,,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.52456,0.48744,0.65096,0.69551,0.69487,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.77382,0.77339,0.79203,0.78156,0.88536,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.77097,0.74933,0.70453,0.82831,0.88052,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.76101,0.72993,0.6671,0.8361,0.87013,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.61177,0.46841,0.34674,0.74061,0.75783,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.63489,0.50101,0.37766,0.78367,0.77232,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.59584,0.46515,0.42367,0.8192,0.71031,
fake_reviews_dataset,,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.72589,0.72498,0.72266,0.72739,0.79876,
fake_reviews_dataset,,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.73373,0.73312,0.73157,0.73469,0.80966,
fake_reviews_dataset,,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.73496,0.73335,0.72893,0.73785,0.81051,
fake_reviews_dataset,,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.61785,0.6729,0.7862,0.58818,0.71093,
fake_reviews_dataset,,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.62285,0.67144,0.77082,0.5948,0.7119,
fake_reviews_dataset,,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.69104,0.62288,0.51034,0.79924,0.69108,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.71579,0.7154,0.71456,0.71628,0.7865,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.73187,0.73052,0.72719,0.73398,0.80412,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.734,0.73354,0.73238,0.73472,0.80877,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.60192,0.67569,0.82947,0.57009,0.69525,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.60551,0.67159,0.80682,0.57526,0.6994,
fake_reviews_dataset,,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.69104,0.62288,0.51034,0.79924,0.69108,
fake_reviews_dataset,,"CountVectorizer(binary = True,min_df = 0.001, ngram_range=(1, 1)))","PCA(n_components=500, random_state=42)","SVC(probability=True, class_weight='balanced', random_state=42)",0.86105,0.86123,0.86272,0.85976,0.93511,
fake_reviews_dataset,'MinMaxScaler',"CountVectorizer(binary=True, min_df=0, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)","LogisticRegression(max_iter=1000, class_weight='balanced', random_state=42)",0.83142,0.83238,0.83728,0.82757,0.91851,
fake_reviews_dataset,'MinMaxScaler',"CountVectorizer(binary=False, min_df=0, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)","LogisticRegression(max_iter=1000, class_weight='balanced', random_state=42)",0.8264,0.82679,0.8289,0.82471,0.91395,
fake_reviews_dataset,'MinMaxScaler',"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)","LogisticRegression(max_iter=1000, class_weight='balanced', random_state=42)",0.83142,0.83238,0.83728,0.82757,0.91851,
fake_reviews_dataset,'MinMaxScaler',"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)","LogisticRegression(max_iter=1000, class_weight='balanced', random_state=42)",0.84866,0.84829,0.84647,0.85015,0.93454,
fake_reviews_dataset,'MinMaxScaler',"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)","LogisticRegression(max_iter=1000, class_weight='balanced', random_state=42)",0.84992,0.84927,0.84587,0.85271,0.93585,
fake_reviews_dataset,'MinMaxScaler',"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)","LogisticRegression(max_iter=1000, class_weight='balanced', random_state=42)",0.8008,0.78351,0.72083,0.85815,0.88479,
fake_reviews_dataset,'MinMaxScaler',"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)","LogisticRegression(max_iter=1000, class_weight='balanced', random_state=42)",0.80238,0.78401,0.71729,0.86445,0.88636,
fake_reviews_dataset,'MinMaxScaler',"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)","LogisticRegression(max_iter=1000, class_weight='balanced', random_state=42)",0.71174,0.62287,0.47613,0.90053,0.79786,
fake_reviews_dataset,'MinMaxScaler',"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)","LogisticRegression(max_iter=1000, class_weight='balanced', random_state=42)",0.8264,0.82679,0.8289,0.82471,0.91395,
fake_reviews_dataset,'MinMaxScaler',"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)","LogisticRegression(max_iter=1000, class_weight='balanced', random_state=42)",0.838,0.83702,0.83225,0.84186,0.92283,
fake_reviews_dataset,'MinMaxScaler',"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)","LogisticRegression(max_iter=1000, class_weight='balanced', random_state=42)",0.83844,0.83728,0.83157,0.84309,0.92405,
fake_reviews_dataset,'MinMaxScaler',"CountVectorizer(binary=False, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)","LogisticRegression(max_iter=1000, class_weight='balanced', random_state=42)",0.80154,0.7848,0.72364,0.85728,0.88729,
fake_reviews_dataset,'MinMaxScaler',"CountVectorizer(binary=False, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)","LogisticRegression(max_iter=1000, class_weight='balanced', random_state=42)",0.80295,0.78534,0.72081,0.86257,0.8877,
fake_reviews_dataset,'MinMaxScaler',"CountVectorizer(binary=False, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)","LogisticRegression(max_iter=1000, class_weight='balanced', random_state=42)",0.71218,0.6235,0.47666,0.90122,0.79827,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)",GaussianNB(),0.67756,0.65234,0.60771,0.70858,0.74104,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)",GaussianNB(),0.54783,0.34665,0.23994,0.62478,0.59084,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)",GaussianNB(),0.54217,0.34923,0.24572,0.60363,0.57154,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)",GaussianNB(),0.66769,0.58229,0.46334,0.78377,0.71482,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)",GaussianNB(),0.68656,0.61229,0.49506,0.80244,0.72084,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)",GaussianNB(),0.69297,0.61986,0.5007,0.81365,0.70916,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)",GaussianNB(),0.6044,0.65918,0.76524,0.57895,0.63604,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)",GaussianNB(),0.57106,0.63759,0.75475,0.55192,0.61052,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)",GaussianNB(),0.58533,0.65222,0.77776,0.56158,0.64151,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)",GaussianNB(),0.66927,0.61254,0.52296,0.73936,0.70547,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)",GaussianNB(),0.68438,0.62869,0.53448,0.76344,0.71439,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)",GaussianNB(),0.69247,0.61961,0.50097,0.812,0.71041,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.54568,0.42028,0.34132,0.58771,0.5743,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.54615,0.41617,0.33308,0.58911,0.57242,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.54662,0.41542,0.33221,0.59029,0.57485,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.52928,0.48296,0.6419,0.69583,0.78947,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.52867,0.48019,0.64175,0.69631,0.78822,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.54227,0.50021,0.65064,0.70211,0.75716,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.77426,0.77654,0.80338,0.77633,0.88509,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.77538,0.75642,0.71861,0.82678,0.88554,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.76729,0.73938,0.68283,0.83704,0.87702,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.60447,0.45945,0.33911,0.72558,0.71785,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.61664,0.47114,0.34715,0.75704,0.74366,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)",MultinomialNB(),0.58407,0.43836,0.33051,0.68528,0.58949,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.72388,0.72284,0.72016,0.72562,0.7981,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.73214,0.73205,0.7319,0.73224,0.80927,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.73452,0.73342,0.73034,0.73653,0.81018,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.66739,0.71437,0.83197,0.62592,0.77018,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.66737,0.71047,0.81629,0.62899,0.76474,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=False, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.69106,0.62288,0.51029,0.79935,0.73511,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.71599,0.71583,0.71562,0.71606,0.7865,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.72987,0.72897,0.72677,0.73129,0.80189,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.73343,0.73307,0.73215,0.73401,0.80839,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 2))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.64887,0.70895,0.85531,0.60542,0.75445,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(2, 3))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.65208,0.70925,0.84882,0.60913,0.75645,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(3, 3))","PCA(n_components=500, random_state=42)",BernoulliNB(),0.69106,0.62292,0.51039,0.79925,0.73352,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='euclidean')",0.64182,0.68894,0.79338,0.60887,0.64185,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='manhattan')",0.64021,0.68454,0.78083,0.60946,0.64026,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='cosine')",0.68958,0.73327,0.85345,0.64279,0.68958,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='euclidean')",0.64929,0.69805,0.81081,0.61294,0.72029,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='manhattan')",0.64884,0.69557,0.80237,0.61399,0.71581,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='cosine')",0.70313,0.74796,0.88107,0.64982,0.79444,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='euclidean')",0.65156,0.70249,0.82282,0.61306,0.74311,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='manhattan')",0.64998,0.69889,0.81246,0.61335,0.73631,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 1))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='cosine')",0.70917,0.75451,0.89396,0.65274,0.82711,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='euclidean')",0.66613,0.70036,0.78045,0.63525,0.66617,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='manhattan')",0.66195,0.69742,0.77921,0.63123,0.66198,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='cosine')",0.71297,0.74717,0.84831,0.6676,0.71296,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='euclidean')",0.67748,0.7089,0.78547,0.64599,0.74709,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='manhattan')",0.67088,0.70453,0.7848,0.63923,0.73919,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=3, metric='cosine')",0.73041,0.76296,0.86782,0.68074,0.81694,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='euclidean')",0.68513,0.71494,0.78978,0.65323,0.76997,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='manhattan')",0.67731,0.70925,0.7872,0.64545,0.761,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 2))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=5, metric='cosine')",0.73813,0.77032,0.8784,0.68597,0.84773,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='euclidean')",0.66781,0.70113,0.77939,0.63719,0.66782,
fake_reviews_dataset,MinMaxScaler,"CountVectorizer(binary=True, min_df=0.001, ngram_range=(1, 3))","PCA(n_components=500, random_state=42)","KNeighborsClassifier(n_neighbors=1, metric='manhattan')",0.66175,0.6962,0.77517,0.63191,0.6618,
